razao_social;cnpj
A M LOPES MINIMERCADO;2,40714E+13
ANTONIO ESTEVAO DE SOUSA FILHO;2,8932E+13
ARAUJO E SOUSA COMERCIO DE GAS LTDA;5,04227E+13
ASSUNCAO E MOURA LTDA;3,26234E+13
AUTO POSTO SANTA CRUZ;1,06935E+13
B DE OLIVEIRA SOUZA LEAO COMERCIO DE GAS LTDA;5,84691E+13
BRENO ALVES DE MESQUITA;2,88992E+13
BRITO E SILVA COMERCIO VAREJISTA DE GAS LTDA;2,36881E+13
BRITO E SILVA COMERCIO VAREJISTA DE GAS LTDA;2,36881E+13
BRITO E SILVA COMERCIO VAREJISTA DE GAS LTDA;2,36881E+13
B. ROCHA SANTOS;03465907000114
CARLEANE DIONIZIO MOURA EIRELI;4,06687E+13
CARLOS ALVES DE MOURA E CIA LTDA;1,19774E+13
CARLOS ALVES DE MOURA E CIA LTDA;1,19774E+13
CARVALHO E FERREIRA LTDA;07697253000105
CARVALHO GAS LTDA;3,01308E+13
CEGONHA GAS LTDA;4,94059E+13
CELSO DA COSTA SANTOS;2,06689E+13
CERTER GAS CASTELENSE LTDA;3,21243E+13
C F BANDEIRA CARVALHO;1,29202E+13
CLECIO MARCOS ELOI CAVALCANTE;3,35185E+13
COMERCIO CARVALHO LTDA;06511885000927
COMERCIO CARVALHO LTDA;06511885001060
COMERCIO CARVALHO LTDA;06511885000250
DEPOSITO DE GAS O GALEGO LTDA;5,68907E+13
DIEGO GAS E SERV GAS LTDA;3,38178E+13
DJAMILSON JOSE RODRIGUES;02850373000187
E CLIMACO DA SILVA LTDA;2,28557E+13
E CRISTINA DA SILVA LTDA;03590095000210
E CRISTINA DA SILVA LTDA;03590095000139
EDSON CARLOS COSTA - ME;1,85953E+13
E F P DE SOUSA LTDA;07194912000190
EIS ME AQUI COMERCIO DE GAS LTDA;1,93501E+13
ELZANE RIBEIRO DE CARVALHO;05553620000252
E M FILHO E CIA LTDA;06157058000120
E M FILHO E CIA LTDA;06157058000200
E R MARTINS GAS;2,18454E+13
ESSENCIAL GAS LTDA;4,72701E+13
EUROPA COMERCIO DE GAS LTDA;3,21847E+13
EWERTON FERNAND PONTE DE SOUSA;1,67311E+13
F DAS CHAGAS JOSE RIBEIRO COMERCIO DE GAS;2,61526E+13
F E FERNANDES LIMA;2,95663E+13
FERNANDO MENDES FILHO;3,62336E+13
F E S SOARES MONTE LTDA;1,71428E+13
FIGUEIREDO E SOUSA LTDA;1,54043E+13
F. J. COMERCIO DE GLP LTDA;08414938000160
FLORA GAS LTDA;1,55135E+13
F PRADO FILHO;02978295000109
FRANCELIO SAMPAIO;08201861000220
FRANCELIO SAMPAIO;08201861000301
FRANCISCO DAS CHAGAS ESCORCIO DE BRITO;2,89314E+13
FRANCISCO DAS CHAGAS ESCORCIO DE BRITO;2,89314E+13
FRANCISCO W S MENDES COMERCIO;4,84892E+13
F R DOS S SILVA COMERCIO DE GAS LTDA;2,65328E+13
FROTA PETROLEO II LTDA;4,39743E+13
F S DE ARAUJO JUNIOR;09207800000152
GAS BOM PRECO LTDA;3,965E+13
GAS CARVALHO LTDA;5,56348E+13
GAS CARVALHO LTDA;5,56348E+13
GAS CARVALHO LTDA;5,56348E+13
GAS HS LTDA;2,42283E+13
GAS SOUSA LTDA;1,14694E+13
GAS SOUSA LTDA;1,14694E+13
G B B COMERCIO VAREJISTA DE GAS LTDA;2,81421E+13
G B B COMERCIO VAREJISTA DE GAS LTDA;2,81421E+13
GILLIARD DE CASTRO LUZ EIRELI;4,18637E+13
GILVAN P DOS SANTOS;4,59115E+13
GOMES E LIMA COMERCIO DE GAS LTDA;3,58E+13
G. PAZ SOUSA;1,75501E+13
G R B ARAUJO LTDA;5,29173E+13
IANNY KARINE MORAIS GOMES;5,31139E+13
I C DA SILVA;00896041000108
IKS COMERCIO E DISTRIBUICAO DE GAS LTDA;4,79956E+13
I K S MACEDO;4,95455E+13
IMPERIO GAS LTDA;5,58988E+13
ISADORA C DA SILVA SAMPAIO COMERCIO DE GAS ME;1,03906E+13
ISADORA C DA SILVA SAMPAIO COMERCIO DE GAS ME;1,03906E+13
J ALVES DA SILVA E CIA LTDA;7,38151E+13
J ALVES DA SILVA E CIA LTDA;7,38151E+13
J ALVES DA SILVA E CIA LTDA;7,38151E+13
J ALVES DA SILVA E CIA LTDA;7,38151E+13
J ALVES DA SILVA E CIA LTDA;7,38151E+13
JARDEL B DA SILVA;3,3847E+13
J A SILVA MERCADINHO;2,36217E+13
J A SILVA MERCADINHO;2,36217E+13
J A SILVA MERCADINHO;2,36217E+13
J CESAR DA CRUZ E SILVA;1,6889E+13
J CESAR DA CRUZ E SILVA;1,6889E+13
JCJ COMERCIO DE GAS LTDA;2,65794E+13
J DA CRUZ E SILVA;1,36447E+13
J DA CRUZ E SILVA;1,36447E+13
J DA CRUZ E SILVA;1,36447E+13
JEOVANIO PEREIRA DE MOURA;1,49583E+13
J E W COMERCIO DE GAS LTDA;5,71669E+13
J. H. S. BRITO;1,89841E+13
J MARINHOS DOS SANTOS;1,75802E+13
JO GAS BELA VISTA LTDA;2,12418E+13
JO GAS LTDA;5,15519E+13
J OLIVEIRA MAIA COMERCIO DE GAS;2,86598E+13
JOSE FRANCISCO DA SILVA;08998110000104
JOSE WAGNER MACHADO ARAUJO JUNIOR;3,63381E+13
J P S ROCHA LTDA;5,13194E+13
JUSSARA MARIA VALENTE AMORIM PIRES DE MOURA EIRELI;3,81452E+13
J W COELHO DE OLIVEIRA;2,7178E+13
J W COELHO DE OLIVEIRA;2,7178E+13
L B DE MACEDO NETO;3,5132E+13
L E D GAS LTDA;2,38512E+13
L E M BEBIDAS E GAS LTDA;3,24632E+13
L E M BEBIDAS E GAS LTDA;3,24632E+13
LEONARDO B RODRIGUES GAS;1,22499E+13
L L O DE SOUSA GAS E BEBIDAS LTDA;3,57181E+13
L MAGALHAES NASCIMENTO;1,81698E+13
LUIZ LIMA DE OLIVEIRA;00530399000112
LUIZ LIMA DE OLIVEIRA;00530399000201
MACEDO COMERCIO DE GAS LTDA;5,16012E+13
MACEDO COMERCIO DE GAS LTDA;5,16012E+13
MACEDO COMERCIO DE GAS LTDA;5,16012E+13
MACEDO COMERCIO DE GAS LTDA;5,16012E+13
MACEDO COMERCIO DE GAS LTDA;5,16012E+13
MACEDO COMERCIO DE GAS LTDA;5,16012E+13
MANOEL RAIMUNDO ALMEIDA RIBEIRO;09618512000190
MANOEL RODRIGUES DE BRITO;06272784000193
M APARECIDA P DA SILVA;1,21466E+13
MARIA ALVES DA COSTA SOUSA;08011109000136
MARIA MIRTES CARVALHO REZENDE;02980445000100
MARTINS GAS LTDA;5,05235E+13
M C SOUSA SILVA GAS;4,95486E+13
M DA CONCEICAO ROCHA MENDES;1,10564E+13
M DE F AMARAL SOUSA COMERCIO DE GAS;2,9665E+13
M E M COMERCIO LTDA;08260563000120
M E P COMERCIO VAREJISTA DE GAS AGUA E BEDIDAS LTDA;3,18446E+13
M G DE SOUSA BEZERRA;07607284000128
M G DE SOUSA BEZERRA;07607284000209
M G M LIMA;4,01728E+13
M I DA SILVEIRA GADELHA;09372395000128
M M DE NEGREIROS ARAUJO;4,15308E+13
MORENO DA SILVA E SILVA LTDA;2,7571E+13
MORENO DA SILVA E SILVA LTDA;2,7571E+13
M P MARTINS E CIA LTDA;1,74617E+13
M P MARTINS E CIA LTDA;1,74617E+13
MP MARTINS GAS LTDA;4,88956E+13
M S DOS REIS SOUSA;02367722000104
MV GAS LTDA;3,57944E+13
M VILANY SOARES DE OLIVEIRA;1,77299E+13
N J DA S COSTA LTDA;5,14444E+13
NORTE SUL GAS LTDA;3,55316E+13
O DA S SOARES;4,86795E+13
OSMARINA DE S. MENESES NETA EIRELI;09395929000131
PAULO ROBERTO B DE OLIVEIRA;2,25434E+13
PEDRO R VANDERLEI GAS;03366095000150
PNEUGAS PNEUS E DERIVADOS DE PETROLEO LTDA;2,3605E+13
POSTO BOA ESPERANCA LTDA;02983701000113
POSTO FROTA LTDA;02553421000418
POSTO FROTA LTDA;02553421000175
POSTO FROTA LTDA;02553421000337
POSTO FROTA LTDA;02553421000256
POSTO FROTA V LTDA;1,92223E+13
POSTO NORTEC LTDA;01057696000155
P PEREIRA E R SILVA LTDA;1,04081E+13
P PEREIRA E R SILVA LTDA;1,04081E+13
P TEODORIO FROTA LTDA;4,21926E+13
RAFAEL JARBAS B DO NASCIMENTO;4,1846E+13
R DOS SANTOS SILVA;1,95387E+13
REJANIMAIRE ALVES ALEXANDRE;1,32783E+13
REVENDEDORA DE GAS JERUSALEM LTDA;08462364000103
REVENDEDORA DE GAS SELMA GOMES LTDA;2,09441E+13
R G DAMASCENO;1,74714E+13
RICARDO BARBOSA DOS SANTOS;1,26676E+13
R M DE OLIVEIRA VIANA E CIA LTDA;3,791E+13
R N DE SOUSA NETO COMERCIO DE GAS LTDA;4,96227E+13
ROCHA E FLORA LTDA;4,51566E+13
RODRIGO FERNANDES DA ROCHA;2,54654E+13
RONALDO VAGNER DE OLIVEIRA;3,40356E+13
ROSEMERI LOPES DA SILVA;2,48511E+13
ROSENILDES DO NASCIMENTO PEREIRA;1,84745E+13
SAMIRA DE JESUS CASTRO SOUSA;1,95157E+13
SAMUEL LACERDA SILVA;1,05876E+13
SAMUEL LACERDA SILVA;1,05876E+13
SANTOS E VIEIRA COMERCIO DE GAS LTDA;3,96625E+13
S C ALMEIDA COMERCIO DE GAS EIRELI;3,05796E+13
S M DA SILVA;07938158000156
SOUSA E LOPES DE OLIVEIRA LTDA;2,44929E+13
TAMBORIL GAS LTDA;5,01049E+13
THALLES HENRIQUE MACEDO BARBOSA;3,43038E+13
T S B LIMA FELIX COMERCIO DE GAS;2,48227E+13
ULTRA CONSTRUCOES E GAS LTDA;3,11227E+13
VIEIRA COMBUSTIVEL E LUBRIFICANTE LTDA;1,18067E+13
WALLEM RODRIGUES MOUSINHO;3,30717E+13
WALLEM RODRIGUES MOUSINHO;3,30717E+13
W. D. OLIVEIRA E CIA. LTDA.;04510107000130
W E L COMERCIO DE GAS LTDA;4,23103E+13
A C DE MORAES RODRIGUES;3,29265E+13
A DA S SANTOS GAS;4,74093E+13
A E R COMERCIO DE GAS GLP LTDA;1,82985E+13
A F DE CARVALHO NETO;3,80632E+13
A F ROCHA GAS;05498469000116
ALAN M S REGINALDO;4,0409E+13
ALDEMIR A DOS SANTOS GERMANO DEPOSITO O PRECINHO;3,05816E+13
ANA PAULA S DE OLIVEIRA;4,40661E+13
ANDRADE E SATURNINO COMERCIO DE GAS GLP LTDA;1,93771E+13
A P DAS N SILVA;3,25509E+13
ARAPIRACA REVENDEDORA DE GAS E AGUA LTDA.;3,81977E+13
BATALHA GAS LTDA;1,08005E+13
B D F ARAUJO E CIA LTDA;1,25302E+13
BENEDITO DOS SANTOS SILVA GAS;1,32618E+13
BEZERRA E DIAS COMERCIO DE GAS LTDA;08539075000157
B K DEPOSITO DE GAS LTDA;1,56985E+13
B M COUTINHO GAS;3,18794E+13
BOA VISTA REVENDA DE GLP LTDA;4,91223E+13
BRUNO FRANCA DE JESUS;3,43623E+13
CANOA GAS E AGUA LTDA;5,71767E+13
CANOAS GAS LTDA;4,40387E+13
CAPELA GAS LTDA;1,20777E+13
CASSIO SANTOS DA SILVA;3,78722E+13
CICERO LUIS BESERRA DOS SANTOS;2,70497E+13
CICERO LUIS BESERRA DOS SANTOS;2,70497E+13
COITE GAS REVENDA DE GLP LTDA;1,93308E+13
COMERCIAL DANTAS E MELO LTDA;2,73477E+13
COMERCIAL DE GAS HOLANDA TEIXEIRA LTDA;01840745000121
COMERCIAL DE GAS SILVA LTDA;08360742000130
DANIELLA RODRIGUES DE OLIVEIRA CAVALCANTI;05814853000180
DENIZE B FERREIRA;2,28568E+13
DEPOSITO DE GAS BRASIL LTDA;4,43554E+13
DEPOSITO DE GAS J E J LTDA;1,15548E+13
DEPOSITO JOPINO LTDA;09623216000188
DISTRIBUIDORA DE GAS CANADA LTDA;00845872000150
DISTRIBUIDORA DE GAS SAO MIGUEL LTDA;4,03016E+13
DISTRIBUIDORA ZONA DA MATA LTDA;02587412000103
DNB COMERCIO DE GAS E CIA LTDA;2,90847E+13
E C DO NASCIMENTO COMERCIO DE GAS GLP ME;04160568000120
EDILEUZA HENRIQUE DE BARROS;01865331000157
EDINALDO BERNARDINO DA SILVA EIRELI;2,86817E+13
EDNALDO JOSE DA SILVA GAS;05341545000185
E J DA SILVA GAS;2,1931E+13
ELIANA FERREIRA DE LIMA EIRELI;3,61069E+13
ELIAS BATISTA DA SILVA MERCEARIA;06789642000289
ELVIO OMENA DE LIMA;08441909000197
ERONILDO GUEDES DOS SANTOS;1,68884E+13
GASPLANO DO GIRAU LTDA;01965357000177
G C DA SILVA - COMERCIO;06144804000140
GERALDO RIBEIRO DE LIMA LTDA;5,24505E+13
GERSON GAS LTDA;2,2969E+13
GERUSA ROCHA CORREIA COMERCIO;4,57019E+13
GESSIEL CAVALCANTE DA SILVA;1,17946E+13
GIVALDO ANDRADE DOS SANTOS;08204599000197
GLAUCIANE CLAUDINO DOS SANTOS 10479941432;2,54081E+13
HIPERGAS LTDA;07854580000123
H L COMERCIO DE GLP LTDA;1,6877E+13
H S COMERCIO LTDA;1,05524E+13
H S COMERCIO LTDA;1,05524E+13
IRIS GARDENE GUILHERME DA SILVA 05013316464;3,20684E+13
J A ALVES;5,14935E+13
JEAN DOUGLAS DE LIMA HOLANDA;02299426000113
JEAN DOUGLAS DE LIMA HOLANDA;02299426001195
JEAN DOUGLAS DE LIMA HOLANDA;02299426000547
J E AZEVEDO SILVA LTDA;1,92959E+13
J E F DO NASCIMENTO;2,88404E+13
J F D DE FARIAS GAS EIRELI;1,09541E+13
J.FELICIANO NETO GAS LTDA;1,30851E+13
J FERREIRA DE MACEDO;1,08363E+13
J GILVAN DA SILVA;5,06771E+13
J I C DA SILVA;2,00452E+13
J I C DA SILVA;2,00452E+13
J LEITE DOS SANTOS LTDA;5,31302E+13
J. L. TAVARES BEBIDAS;09153518000130
JM COMERCIO DE GAS LTDA;1,14939E+13
J M O GAS LTDA;4,98349E+13
JOAO SYDNEI DA SILVA 92652387472;1,71367E+13
JOSE AMILTON LEITE DA ROCHA;5,00785E+13
JOSE APARECIDO CAVALCANTE;1,39916E+13
JOSE CARLOS PINO LYRA;09330630000107
JOSE CICERO DE LIMA MERCADINHO;04165027000195
JOSE RODRIGUES LIMA;1,54609E+13
JOTA PINTO E CASADO LTDA;3,09034E+13
J R L COMERCIO DE GAS LTDA;1,94444E+13
J SANTOS GAS LTDA;4,44585E+13
J VIEIRA DE OLIVEIRA;4,36345E+13
K B DEPOSITO LTDA;5,31947E+13
KEIMERSON C DE OLIVEIRA;4,58611E+13
LAURINDO E LAURINDO COMERCIO DE GAS LTDA;1,29519E+13
LAZARO SATURNINO DE ARAUJO;1,35856E+13
LIGIA F T SANTOS DE OLIVEIRA;2,8584E+13
LIRA GAS E AGUA LTDA;4,48497E+13
LIRA GAS E AGUA LTDA;4,48497E+13
L M GAS E TRANSPORTES LTDA;2,08853E+13
L N D SANTOS LUNARA NASCIMENTO DOS SANTOS;4,54028E+13
LUCIVALDA DOS SANTOS RAMALHO;2,86265E+13
LUIZ PAULO LACERDA DE SIQUEIRA;3,16419E+13
LUIZ P L DE SIQUEIRA LTDA;5,11446E+13
LVD BOMFIM FERRO GAS;3,97938E+13
MAEDSON SANTOS BATALHA DA SILVA;1,89574E+13
MARCOS BATISTA DE LIMA;1,47259E+13
MARIA DE LOURDES CORREIA MATA;00640844000288
MARIA GERONIMA SILVA DE LIMA;2,80562E+13
MARIA IONETE MORAIS DA SILVA;2,24279E+13
MARIA J DOS SANTOS;3,12713E+13
MARIA SEVERINA SANTOS;03285006000140
MARIA VERITANIA DA SILVA BUARQUE;3,36891E+13
MARILANGE OMENA DE ARAUJO;02738123000150
MAURICIO DE QUEIROZ COSTA;2,29025E+13
M BERENICE DA SILVA COMERCIO;2,77739E+13
M B M SANTOS;5,38576E+13
M. D. L. C DO NASCIMENTO;2,80418E+13
MENDONCA FERNANDES LTDA;4,52938E+13
MESSIAS E OLIVEIRA COMERCIO LTDA;1,30365E+13
MICHELLINE MONTEIRO TORRES;1,16836E+13
M J B DA SILVA;4,86182E+13
ML DOS SANTOS GAS LTDA;1,05532E+13
MOURAO GAS LTDA;5,2854E+13
M PILAR DOS SANTOS;06243268000130
N DA ROCHA SILVA;3,78618E+13
NILTON BEZERRA LEITE FILHO;1,06187E+13
NILTON SILVA DE PAULA JUNIOR;4,6371E+13
NORDESTE GAS E AGUA LTDA;4,01742E+13
OLIVEIRA GAS LTDA;5,73878E+13
P A DE GUSMAO MENDONCA GAS;2,07737E+13
PAIVA GAS LTDA.;02956707000100
P C DA SILVA COMERCIO;1,09049E+13
P C DA SILVA COMERCIO;1,09049E+13
P C DA SILVA COMERCIO;1,09049E+13
PEIXOTO E CURCINO LTDA;2,52576E+13
PINHEIRO GAS LTDA;1,08191E+13
PLANALTO GAS LTDA;2,39025E+13
PORTAL GAS MARECHAL LTDA;5,16525E+13
P R DOS SANTOS SILVA;4,06906E+13
R CORDEIRO;5,23465E+13
REI DO GAS E AGUA MINERAL LTDA;4,882E+13
R FERREIRA DA SILVA GAS;2,21948E+13
ROGERIO TAVARES DE LIMA;1,84217E+13
RONILDE DOS SANTOS OLIVEIRA TEODOSIO;3,16958E+13
RONILDO E PAIVA LTDA;3,38372E+13
RONILDO LIRA DE PAIVA GAS;3,38371E+13
ROSANGELA LIMA DA PAZ LTDA;00247083000118
ROSICLE DA SILVA VIANA;4,67529E+13
R R ARAPIRACA GAS LTDA;4,31918E+13
SANDRO PAULINO FELIX;2,22979E+13
SANTOS E RABELO LTDA;1,39775E+13
S DE MELO MATOS CASTRO REVENDEDORA;3,52818E+13
SERGIO GOMES DA SILVA;2,10502E+13
SERVE BEM GAS LTDA;4,74151E+13
SH COMERCIAL LTDA;4,58712E+13
SIGMA COMERCIAL LTDA;4,58322E+13
SILVA MELO E CIA LTDA;07431049000229
SIQUEIRA E SANTOS LTDA;1,17521E+13
TATIANO JOSE FONSECA DA COSTA;1,97023E+13
T E FERREIRA GONCALVES COMERCIO DE GAS;2,43173E+13
TONIELLA MORAIS DA SILVA FEITOSA MATA LTDA;3,5058E+13
TOP GAS IGACI LTDA;1,17936E+13
TROPICAL COMERCIO E REPRESENTACAO LTDA;1,11703E+13
VERONICA MARIA INACIO DA SILVA;2,3165E+13
VR GOMES T DA COSTA E CIA LTDA;3,98794E+13
W F DOS SANTOS ARAUJO;3,6375E+13
W. M. DA COSTA;1,31976E+13
W S DE OLIVEIRA;3,48921E+13
46692870 FRANCISCO ASSIS SOUSA DA SILVA;4,66929E+13
A ANDRADE C DE GAS LTDA;02159414000193
A ANDRADE COMERCIO DE GAS LTDA;4,10352E+13
A ANDRADE COMERCIO DE GAS LTDA;3,83952E+13
A ANDRADE COMERCIO DE GAS LTDA;4,31133E+13
A ANDRADE COMERCIO DE GAS LTDA;3,83952E+13
A. CAMILO DA SILVA GAS;1,26519E+13
ADEGA 83 BEBIDAS E GLP LTDA;5,17106E+13
A E DIAS COMERCIO DE GAS LTDA;1,02983E+13
A E J COMERCIO DE GAS LTDA;08765516000139
A E J COMERCIO DE GAS LTDA;08765516000210
A E L COMERCIO A VAREJO DE GAS GLP LTDA;5,15101E+13
AG COMERCIO DE GAS E AGUA LTDA;1,11184E+13
AGNAILDA BARROS DE AMORIM NEVES;1,32987E+13
A. J. DA COSTA DISTRIBUIDORA DE GAS;2,80044E+13
A J DOS SANTOS AGUA E GAS LTDA;1,33564E+13
ALBERTO GONCALVES DA SILVA;5,0797E+13
AL COMERCIO DE GAS LTDA;5,24182E+13
ALEXANDRE ROBERT LINS MARTINS LTDA;5,05581E+13
ALEXANDRE SILVA NASCIMENTO GAS;08068006000102
ALEXANDRO CUNHA DOS SANTOS;08497508000159
ALEXSANDRA CUNHA DOS SANTOS BULHOES;05128526000256
ALEXSANDRA CUNHA DOS SANTOS BULHOES;05128526000175
ALMEIDA COMERCIO DE GAS DE COZINHA LTDA;4,29758E+13
ALVARO JOSE SANTOS DA SILVA E CIA LTDA;3,98904E+13
ALVES BEZERRA COMERCIO DE GAS LTDA;1,96402E+13
ALVES BEZERRA COMERCIO DE GAS LTDA;1,96402E+13
A M DA SILVA DISTRIBUIDORA DE GAS;04049379000185
AMELIA TAVARES GUERRA;3,04304E+13
ANA LUCIA VENANCIO DA SILVA;1,11913E+13
ANDRE AUGUSTO TRUTA FELIPE;1,84747E+13
ANDRE DE ARAUJO SANTOS;1,32666E+13
ANDRE FELIPE DE SOUZA SANTOS;4,09797E+13
ANDRESSA CRISTINA LIMA DE SOUZA;5,07045E+13
ANGELICA DE MELO LIRA COMERCIO DE GAS;1,90454E+13
A N S COMERCIO E TRANSPORTES DE GAS LTDA;2,37382E+13
ANTONIO FERREIRA DA  SILVA;1,53298E+13
ANTONIO N DA SILVA GAS;1,1324E+13
ANTUNES COMERCIO DE GAS LTDA;5,51353E+13
A P RAFAEL ANGELO COMERCIO DE GAS EIRELI;2,82902E+13
ARNALDO CARLOS GALVAO;08155525000299
ARNALDO CARLOS GALVAO JUNIOR;1,30529E+13
ARNOBIO CARVALHO DA SILVA JUNIOR;00728164000130
ARRUDA GAS LTDA;7,02358E+13
ASSIS E MELO LTDA;4,82067E+13
ATACADAO DO GAS LTDA;5,21724E+13
AURILEIDE F DE SOUZA GAS;2,61008E+13
AVANIR SIFRONIO DE ARAUJO;2,4275E+13
BASF COMERCIO DE GAS LTDA;02940234000144
B B MARTINS GAS;09221622000114
BEM GAS E AGUA MINERAL LTDA;4,7803E+13
BETAO DISTRIBUIDORA DE GAS E AGUA LTDA;3,51239E+13
BETAO DISTRIBUIDORA DE GAS E AGUA LTDA;3,51239E+13
BITURY GAS LTDA;2,42928E+13
BONITENSE GAS LTDA;05425422000122
BULTRINS COMERCIO DE GAS LTDA;4,12761E+13
CAPITAL COMERCIO VAREJISTA DE GAS E AGUA LTDA;3,1161E+13
CARLOS ALBERTO DE PAIVA MONTEIRO JUNIOR;2,6183E+13
CARLOS JARDEL MONTEIRO ARCOVERDE;3,80423E+13
CARUARU COMERCIO DE GAS LTDA;4,98863E+13
CARUARU REVENDEDORA DE GLP LTDA;03619571000369
CARUARU REVENDEDORA DE GLP LTDA;03619571000440
CARUARU REVENDEDORA DE GLP LTDA;03619571000520
CARUARU REVENDEDORA DE GLP LTDA;03619571000105
CAXANGA GAS LTDA;5,28322E+13
CENTRAL GAS BUTANO LTDA;1,31918E+13
CENTRAL PORTO GAS LTDA;1,35046E+13
C G DA SILVA COMERCIO DE GAS GLP;3,49925E+13
C G DA SILVA COMERCIO DE GAS GLP;3,49925E+13
C G DA SILVA COMERCIO DE GAS GLP;3,49925E+13
CIRNE COMERCIO DE COMBUSTIVEIS LTDA;02425806000238
C J VIANA GAS LTDA;2,4795E+13
CLAUDIA ROSIANE DA CRUZ SILVA;4,84817E+13
COMERCIAL DE GAS SANTA RITA LTDA;3,72608E+13
COMERCIAL DE GAS SAO SEBASTIAO LTDA;06115733000158
COMERCIAL DOKMUS DISTRIBUIDORA DE GAS E DERIVADOS EIRELI;3,81107E+13
COMERCIO DE GAS PAULISTA LTDA;3,65599E+13
COMERCIO DE GAS SAO SEBASTIAO LTDA;2,20139E+13
COMERCIO DE GAS SAO SEBASTIAO LTDA;2,20139E+13
COMERCIO ESTRELA GAS LTDA;4,0786E+13
COMERCIO TOP GAS LTDA;3,9469E+13
COMERCIO VAREJISTA DE GAS GLP LTDA;1,23645E+13
COMERCIO VAREJISTA DE GAS LEYDY LTDA;5,45511E+13
COMERCIO VAREJISTA PORTO RICO DE GAS E AGUA LTDA;3,98991E+13
CONTERRANEO COMERCIO DE GAS LTDA;00303624000188
COSME OLIVEIRA DE MELO E CIA LTDA;01545311000280
DAIANE DA SILVA LIMA COMERCIO DE GAS LIQUEFEITO;3,66005E+13
DA PAZ GAS LTDA;5,20175E+13
DEPOSITO 3 IRMAOS COMERCIO VAREJISTA DE GAS EIRELI;1,67654E+13
DIOGAS LTDA;03381992000302
DIOGAS LTDA;03381992000132
DIO GAS PAUDALHO LTDA;5,37024E+13
DIO REVENDA DE GAS LTDA;05861624000117
DUTRA E LEAL DISTRIBUIDORA DE GAS LTDA;08642149000186
ECO GAS E AGUA COMERCIO LTDA;5,14966E+13
EDJANE MARIA DA SILVA NASCIMENTO GAS;3,58498E+13
EDNALDO AMARO DOS SANTOS;08008278000117
EDSON FREITAS DOS SANTOS;1,19336E+13
EDUARDO VASCONCELOS;3,53916E+13
EDUARDO VASCONCELOS;3,53916E+13
EDVALDO ALEXANDRE DA SILVA COMERCIO;2,9721E+13
EDVALDO ONOFRE DE ARAUJO;4,1131E+13
EGNALDA VIEIRA DE ASSIS COSTA;1,22373E+13
ELAINE CRISTIANE F DOS SANTOS;3,2565E+13
EML COMERCIO DE GAS LTDA;4,87027E+13
ENERGAS COMERCIO DE GAS LTDA;2,84466E+13
E R SANTIAGO REVENDEDOR DE GAS;3,95006E+13
EXPRESSO COMERCIO DE GAS LTDA;08871325000151
FABIANO LUIZ PEREIRA DE OLIVEIRA;3,39487E+13
FA COMERCIO DE GAS LTDA;1,15742E+13
FARIAS GAS LTDA;4,38832E+13
F E F COMERCIO DE GAS LTDA;08353521000134
FELIPE HERCULANO BRAZ GAS;4,73291E+13
FERNANDA PADEIRO DOS SANTOS;1,54756E+13
FERNANDO MAXIMO DA SILVA GAS LTDA;1,17118E+13
FERREIRA BEZERRA COMERCIO DE GAS LTDA;2,95637E+13
FLAVIO JUNIOR FERREIRA GOMES;3,43848E+13
FLAVIO LUCIO DA SILVA;2,25207E+13
FLAVIO OLIVEIRA DE VASCONCELOS;2,16316E+13
FRANCIMARK SOUZA SIMIAO;2,70364E+13
FRANCINALDO DE FREITAS FARIAS;2,33125E+13
FRANCISCA OLIVEIRA DE LIMA;3,86488E+13
FRANKLIN SANTOS DIAS;05685412000398
GAS EXPRESS COMERCIO LTDA;2,67513E+13
GE COMERCIO DE GAS E AGUA LTDA;1,10383E+13
GENESIS GAS E AGUA LTDA;5,02031E+13
GILBERTO FIDELIS DOS SANTOS FILHO;5,25607E+13
GILSON DE SOUZA SILVA COMERCIO;1,47265E+13
GJ DOS SANTOS COMERCIO VAREJISTA DE GAS LTDA;1,15364E+13
GL ALBUQUERQUE COMERCIO VAREJISTA DE GAS LTDA;1,67658E+13
G LINS DE ALBUQUERQUE GAS LTDA;2,16769E+13
GRANJA ALTO DO MOURA LTDA;00961147000148
GRANJA ALTO DO MOURA LTDA;00961147000229
G V SANTORO CAMPELO GAS E AGUA MINERAL EIRELI;1,70694E+13
HIPERGAS OLIVEIRA COMERCIO E SERVICOS LTDA;3,52298E+13
IMPERIO COMERCIO DE GAS DE COZINHA LTDA;3,27541E+13
ISAQUIEL ALVES CAVALCANTI;02417508000115
ISOMAR NUNES CAVALCANTI;1,8734E+13
ITAIBA GAS LIMITADA;3,53427E+13
ITALO GIORDANNI BENEVIDES SILVEIRA;2,11609E+13
ITAMAR FERNANDES COSTA;2,48188E+13
IVERALDO DE ASSIS CONFESSOR;2,35356E+13
JACELITA FERREIRA DA SILVA;07372449000120
JACIEL DIAS DA SILVA LTDA;4,21622E+13
JAILSON J LIMA GAS;2,82848E+13
JASMIM COMERCIO DE GAS LTDA;1,70341E+13
JASMIM COMERCIO DE GAS LTDA;1,70341E+13
J C DA SILVA REIS LTDA;2,61248E+13
JERFESON DE MOURA GALVAO;00531646000286
JL DISTRIBUIDORA DE GAS E AGUA LTDA;5,92141E+13
JL DISTRIBUIDORA DE GAS LTDA;5,31162E+13
J M DA SILVA REPRESENTACAO GAS;4,61252E+13
